date,open,close,high,low,volume_from,volume_to
2018-09-18,0.066,0.0714,0.0768,0.0644,106555.99,7396.44
2018-09-19,0.0714,0.07279,0.075,0.0686,114593.97,8294.58
2018-09-20,0.07128,0.08002,0.083,0.07106,121547.58,9097.47
2018-09-21,0.08002,0.0879,0.08825,0.07301,255243.01,21475.19
2018-09-22,0.0879,0.083,0.088,0.08002,56602.04,4719.69
2018-09-23,0.083,0.08907,0.0949,0.083,217165.51,19695.26
2018-09-24,0.08907,0.083,0.0935,0.0829,139724.96,12048.38
2018-09-25,0.083,0.081,0.0847,0.075,135041.26,10673.54
2018-09-26,0.081,0.08,0.0849,0.0741,126640.2,10250.48
2018-09-27,0.08,0.08749,0.09,0.07853,276832.69,23631.64
2018-09-28,0.08749,0.084,0.09,0.083,137656.44,11859.63
2018-09-29,0.084,0.08528,0.089,0.0791,181560.54,15474.95
2018-09-30,0.0861,0.0846,0.088,0.08101,242822.53,20815.42
2018-10-01,0.0846,0.086,0.09,0.08308,320430.88,27737.54
2018-10-02,0.086,0.0843,0.0881,0.0823,172048.33,14525.66
2018-10-03,0.08487,0.08139,0.08487,0.07894,523472.63,42379.67
2018-10-04,0.08139,0.08176,0.08547,0.08093,1049886.05,86113.67
